,Pred_spent,Pred_prob,customer_id,recency,fequency,price_sum,price_mean,spent_90_days,spent_90_flag
13185,8.92676,0.3440985,13186,-123.0,3,129.61,43.20333333333334,0.0,0.0
13186,0.8648808,0.20449017,13187,-408.0,1,32.54,32.54,0.0,0.0
13187,0.8648808,0.20449017,13188,-408.0,1,26.56,26.56,0.0,0.0
13188,0.82514656,0.20449017,13189,-408.0,1,13.77,13.77,0.0,0.0
13189,15.484749,0.5084702,13190,-71.0,6,228.10999999999999,38.01833333333333,0.0,0.0
13190,0.95241004,0.21640766,13191,-365.0,2,25.54,12.77,0.0,0.0
13191,0.8648808,0.20449017,13192,-408.0,1,25.99,25.99,0.0,0.0
13192,0.82514656,0.20449017,13193,-408.0,1,15.96,15.96,0.0,0.0
13193,11.3308,0.35910845,13194,-136.0,7,271.57,38.79571428571428,0.0,0.0
13194,1.8347218,0.20773882,13195,-408.0,1,55.77,55.77,0.0,0.0
13195,11.3308,0.33479375,13196,-146.0,8,285.96,35.745,0.0,0.0
13196,0.82514656,0.20449017,13197,-408.0,1,13.97,13.97,0.0,0.0
13197,1.8347218,0.20773882,13198,-408.0,1,56.05,56.05,0.0,0.0
13198,0.8648808,0.20449017,13199,-408.0,1,28.74,28.74,0.0,0.0
13199,1.8347218,0.20773882,13200,-408.0,1,56.06,56.06,0.0,0.0
13200,0.82514656,0.20449017,13201,-408.0,1,13.97,13.97,0.0,0.0
13201,0.82514656,0.20449017,13202,-408.0,1,13.97,13.97,0.0,0.0
13202,1.8347218,0.20383026,13203,-408.0,1,74.83,74.83,0.0,0.0
13203,0.91340566,0.20449017,13204,-408.0,1,39.11,39.11,0.0,0.0
13204,0.82514656,0.20449017,13205,-397.0,1,14.37,14.37,0.0,0.0
13205,3.2788591,0.26287994,13206,-334.0,3,89.83,29.94333333333333,56.94,1.0
13206,8.292282,0.34048724,13207,-191.0,5,250.53,50.106,0.0,0.0
13207,0.8648808,0.20449017,13208,-408.0,1,31.67,31.67,0.0,0.0
13208,0.82514656,0.20449017,13209,-408.0,1,9.98,9.98,0.0,0.0
13209,5.1793613,0.36622563,13210,-102.0,3,65.31,21.77,0.0,0.0
13210,3.2830076,0.27455127,13211,-185.0,2,52.01,26.005,0.0,0.0
13211,11.020028,0.3382525,13212,-195.0,7,613.94,87.7057142857143,0.0,0.0
13212,7.927651,0.35091507,13213,-109.0,5,107.16,21.432,26.37,1.0
13213,3.5463557,0.25653452,13214,-279.0,3,43.29,14.43,0.0,0.0
13214,0.82514656,0.20449017,13215,-408.0,1,12.97,12.97,0.0,0.0
13215,0.82514656,0.20449017,13216,-408.0,1,13.77,13.77,0.0,0.0
13216,0.82514656,0.20449017,13217,-408.0,1,11.99,11.99,0.0,0.0
13217,0.82514656,0.20449017,13218,-408.0,1,12.77,12.77,0.0,0.0
13218,1.8347218,0.20383026,13219,-377.0,1,137.04,137.04,0.0,0.0
13219,1.8347218,0.20383026,13220,-408.0,1,89.74,89.74,0.0,0.0
13220,0.82514656,0.20449017,13221,-407.0,1,12.49,12.49,0.0,0.0
13221,4.8084826,0.3137047,13222,-109.0,3,52.01,17.336666666666666,0.0,0.0
13222,7.5947413,0.3440985,13223,-107.0,3,93.00999999999999,31.00333333333333,0.0,0.0
13223,2.1805468,0.22444427,13224,-391.0,3,124.54,41.513333333333335,0.0,0.0
13224,0.82514656,0.20449017,13225,-408.0,1,6.77,6.77,0.0,0.0
13225,0.8648808,0.20449017,13226,-408.0,1,27.73,27.73,0.0,0.0
13226,27.00405,0.71032035,13227,-7.0,12,361.56,30.13,0.0,0.0
13227,0.8648808,0.20449017,13228,-408.0,1,24.73,24.73,0.0,0.0
13228,0.82514656,0.20449017,13229,-408.0,1,13.97,13.97,0.0,0.0
13229,0.95241004,0.21698706,13230,-370.0,2,33.53,16.765,0.0,0.0
13230,1.0455781,0.21698706,13231,-378.0,3,46.14,15.38,0.0,0.0
13231,0.92461026,0.21640766,13232,-391.0,2,28.13,14.065,0.0,0.0
13232,4.167921,0.35497615,13233,-236.0,3,69.38,23.126666666666665,0.0,0.0
13233,1.0517924,0.2301205,13234,-357.0,2,37.98,18.99,0.0,0.0
13234,0.92461026,0.22773817,13235,-406.0,2,18.77,9.385,10.49,1.0
13235,0.9731351,0.21698706,13236,-384.0,2,47.32,23.66,0.0,0.0
13236,5.0942183,0.3618854,13237,-139.0,3,69.72,23.24,0.0,0.0
13237,0.82514656,0.20449017,13238,-408.0,1,11.7,11.7,0.0,0.0
13238,1.6660974,0.20449017,13239,-408.0,1,51.5,51.5,0.0,0.0
13239,0.82514656,0.20449017,13240,-408.0,1,13.77,13.77,0.0,0.0
13240,0.92461026,0.2158048,13241,-402.0,2,34.72,17.36,0.0,0.0
13241,2.6497767,0.26052102,13242,-297.0,2,58.2,29.1,0.0,0.0
13242,3.1787066,0.27054092,13243,-170.0,2,30.46,15.23,0.0,0.0
13243,0.91340566,0.20449017,13244,-408.0,1,44.29,44.29,0.0,0.0
13244,8.761834,0.407505,13245,-12.0,3,106.25999999999999,35.419999999999995,73.45,1.0
13245,0.91340566,0.20449017,13246,-408.0,1,40.76,40.76,0.0,0.0
13246,0.82514656,0.20449017,13247,-408.0,1,6.49,6.49,0.0,0.0
13247,7.8804774,0.407505,13248,-15.0,3,92.09,30.69666666666667,29.98,1.0
13248,2.1668208,0.22444427,13249,-378.0,3,61.68000000000001,20.560000000000002,0.0,0.0
13249,3.3610263,0.2849971,13250,-232.0,2,45.269999999999996,22.634999999999998,0.0,0.0
13250,0.82514656,0.20449017,13251,-408.0,1,10.77,10.77,0.0,0.0
13251,0.8648808,0.20449017,13252,-408.0,1,22.74,22.74,11.88,1.0
13252,3.5965366,0.31243125,13253,-129.0,2,29.48,14.74,0.0,0.0
13253,0.92461026,0.21640766,13254,-387.0,2,25.35,12.675,0.0,0.0
13254,0.82514656,0.20449017,13255,-408.0,1,12.49,12.49,0.0,0.0
13255,0.8648808,0.20449017,13256,-408.0,1,30.14,30.14,0.0,0.0
13256,0.82514656,0.20449017,13257,-408.0,1,14.79,14.79,0.0,0.0
13257,4.8891506,0.28039083,13258,-122.0,3,60.25,20.083333333333332,0.0,0.0
13258,1.0455781,0.2158048,13259,-405.0,3,46.11,15.37,0.0,0.0
13259,0.82514656,0.20449017,13260,-408.0,1,13.97,13.97,0.0,0.0
13260,12.523569,0.5331157,13261,-48.0,7,117.87,16.83857142857143,34.25,1.0
13261,7.761814,0.29597205,13262,-219.0,2,158.39999999999998,79.19999999999999,0.0,0.0
13262,6.227211,0.27800393,13263,-244.0,2,380.83,190.415,0.0,0.0
13263,7.4667864,0.3932539,13264,-50.0,4,80.45,20.1125,0.0,0.0
13264,14.167364,0.59155893,13265,-63.0,10,172.69,17.269,0.0,0.0
13265,5.25872,0.31079167,13266,-227.0,10,143.82999999999998,14.383,0.0,0.0
13266,0.8648808,0.20449017,13267,-408.0,1,19.99,19.99,0.0,0.0
13267,2.1081035,0.22444427,13268,-373.0,2,74.6,37.3,0.0,0.0
13268,0.82514656,0.20449017,13269,-396.0,1,11.77,11.77,0.0,0.0
13269,6.530705,0.34318832,13270,-169.0,2,99.22999999999999,49.614999999999995,0.0,0.0
13270,0.82514656,0.20449017,13271,-408.0,1,13.97,13.97,0.0,0.0
13271,0.8648808,0.20449017,13272,-408.0,1,26.99,26.99,0.0,0.0
13272,0.8648808,0.20449017,13273,-408.0,1,30.72,30.72,0.0,0.0
13273,9.827917,0.3440985,13274,-99.0,3,166.25000000000003,55.41666666666668,0.0,0.0
13274,15.45998,0.56111306,13275,-110.0,9,299.83,33.31444444444444,108.43,1.0
13275,0.82514656,0.20449017,13276,-408.0,1,16.36,16.36,0.0,0.0
13276,8.228644,0.31217405,13277,-247.0,4,222.86,55.715,0.0,0.0
13277,0.82514656,0.20449017,13278,-408.0,1,14.96,14.96,0.0,0.0
13278,0.9731351,0.21698706,13279,-387.0,2,49.91,24.955,12.99,1.0
13279,3.2567253,0.2753236,13280,-244.0,2,39.71,19.855,0.0,0.0
13280,0.92461026,0.21698706,13281,-375.0,2,37.54,18.77,0.0,0.0
13281,0.9731351,0.2158048,13282,-397.0,2,49.1,24.55,0.0,0.0
13282,0.8648808,0.20449017,13283,-408.0,1,29.92,29.92,0.0,0.0
13283,0.82514656,0.20449017,13284,-408.0,1,11.77,11.77,0.0,0.0
13284,3.2567253,0.2753236,13285,-248.0,2,41.51,20.755,0.0,0.0
13285,0.8648808,0.20449017,13286,-408.0,1,23.54,23.54,0.0,0.0
13286,0.92461026,0.21698706,13287,-372.0,2,30.92,15.46,0.0,0.0
13287,8.292282,0.34048724,13288,-270.0,5,249.29,49.858,33.6,1.0
13288,0.8648808,0.20449017,13289,-408.0,1,25.77,25.77,0.0,0.0
13289,0.8648808,0.20449017,13290,-392.0,1,20.78,20.78,0.0,0.0
13290,3.2567253,0.27749482,13291,-212.0,2,29.33,14.665,0.0,0.0
13291,7.4667864,0.3440985,13292,-85.0,3,88.61,29.536666666666665,0.0,0.0
13292,0.82514656,0.20449017,13293,-408.0,1,12.77,12.77,0.0,0.0
13293,0.91340566,0.20449017,13294,-408.0,1,37.75,37.75,0.0,0.0
13294,1.8347218,0.20383026,13295,-408.0,1,68.1,68.1,0.0,0.0
13295,2.1668208,0.22444427,13296,-366.0,3,69.58,23.19333333333333,0.0,0.0
13296,19.254107,0.51148516,13297,-27.0,6,197.88,32.98,13.99,1.0
13297,3.5463557,0.27243996,13298,-248.0,3,44.7,14.9,0.0,0.0
13298,0.82514656,0.20449017,13299,-408.0,1,14.96,14.96,0.0,0.0
13299,0.82514656,0.20449017,13300,-408.0,1,14.99,14.99,0.0,0.0
13300,0.82514656,0.20449017,13301,-408.0,1,8.97,8.97,0.0,0.0
13301,1.8347218,0.20383026,13302,-408.0,1,64.87,64.87,0.0,0.0
13302,4.436014,0.26287994,13303,-322.0,2,110.94,55.47,0.0,0.0
13303,1.8347218,0.20383026,13304,-407.0,1,140.93,140.93,0.0,0.0
13304,3.5463557,0.27085397,13305,-259.0,3,57.67,19.223333333333333,0.0,0.0
13305,5.1965933,0.24283819,13306,-315.0,2,119.49,59.745,0.0,0.0
13306,3.3610263,0.2849971,13307,-261.0,2,55.46,27.73,0.0,0.0
13307,1.8347218,0.20383026,13308,-408.0,1,74.41,74.41,0.0,0.0
13308,0.8648808,0.20449017,13309,-408.0,1,27.99,27.99,0.0,0.0
13309,0.82514656,0.20449017,13310,-408.0,1,15.96,15.96,0.0,0.0
13310,0.8648808,0.20449017,13311,-408.0,1,35.31,35.31,0.0,0.0
13311,1.8347218,0.20383026,13312,-408.0,1,64.96,64.96,0.0,0.0
13312,5.1941442,0.2548567,13313,-303.0,2,217.70000000000002,108.85000000000001,0.0,0.0
13313,6.393559,0.3257652,13314,-256.0,3,121.44,40.48,0.0,0.0
13314,0.91340566,0.20449017,13315,-408.0,1,38.9,38.9,0.0,0.0
13315,3.8483622,0.35651362,13316,-332.0,7,112.99,16.14142857142857,9.99,1.0
13316,0.91340566,0.20449017,13317,-408.0,1,39.72,39.72,0.0,0.0
13317,0.91340566,0.20449017,13318,-408.0,1,50.68,50.68,0.0,0.0
13318,7.5076356,0.35091507,13319,-118.0,4,86.09,21.5225,31.36,1.0
13319,1.0964357,0.24433696,13320,-357.0,3,44.97,14.99,0.0,0.0
13320,0.82514656,0.20449017,13321,-408.0,1,11.99,11.99,0.0,0.0
13321,0.82514656,0.20449017,13322,-408.0,1,15.96,15.96,0.0,0.0
13322,15.729401,0.4210038,13323,-19.0,5,207.23,41.446,0.0,0.0
13323,0.82514656,0.20449017,13324,-408.0,1,11.77,11.77,0.0,0.0
13324,0.82514656,0.20449017,13325,-408.0,1,15.36,15.36,0.0,0.0
13325,1.0032674,0.22158198,13326,-351.0,2,25.740000000000002,12.870000000000001,0.0,0.0
13326,0.92461026,0.21725072,13327,-408.0,2,27.73,13.865,0.0,0.0
13327,18.406178,0.4588213,13328,-111.0,8,477.2,59.65,102.43,1.0
13328,3.3108368,0.2792152,13329,-162.0,2,53.97,26.985,0.0,0.0
13329,2.1668208,0.22323294,13330,-398.0,4,108.84,27.21,0.0,0.0
13330,0.82514656,0.20449017,13331,-408.0,1,16.67,16.67,0.0,0.0
13331,23.74509,0.5880443,13332,-42.0,13,400.99,30.845384615384617,87.93,1.0
13332,0.8648808,0.20449017,13333,-408.0,1,19.97,19.97,0.0,0.0
13333,0.82514656,0.20449017,13334,-408.0,1,15.36,15.36,0.0,0.0
13334,7.801238,0.5104636,13335,-134.0,6,96.27,16.044999999999998,42.98,1.0
13335,0.92461026,0.21725072,13336,-403.0,2,22.54,11.27,0.0,0.0
13336,7.66025,0.43836406,13337,-15.0,5,79.07,15.813999999999998,0.0,0.0
13337,16.645147,0.4210038,13338,-21.0,4,187.83,46.9575,0.0,0.0
13338,1.0964357,0.24275774,13339,-350.0,3,43.29,14.43,0.0,0.0
13339,1.8347218,0.20383026,13340,-408.0,1,66.93,66.93,0.0,0.0
13340,0.82514656,0.20449017,13341,-408.0,1,13.76,13.76,0.0,0.0
13341,4.8084826,0.3137047,13342,-117.0,3,38.15,12.716666666666667,0.0,0.0
13342,0.91340566,0.20449017,13343,-408.0,1,44.69,44.69,0.0,0.0
13343,0.8648808,0.20449017,13344,-408.0,1,30.72,30.72,0.0,0.0
13344,21.99983,0.52619606,13345,-36.0,8,337.02,42.1275,0.0,0.0
13345,11.319926,0.4210038,13346,-14.0,3,132.31,44.10333333333333,29.96,1.0
13346,0.82514656,0.20449017,13347,-408.0,1,15.9,15.9,0.0,0.0
13347,3.8702402,0.23782966,13348,-338.0,5,250.02,50.004000000000005,0.0,0.0
13348,0.82514656,0.20449017,13349,-408.0,1,13.97,13.97,0.0,0.0
13349,4.06362,0.29824603,13350,-274.0,4,69.91,17.4775,0.0,0.0
13350,7.9254613,0.30800104,13351,-225.0,3,170.0,56.666666666666664,0.0,0.0
13351,0.82514656,0.20449017,13352,-408.0,1,5.78,5.78,0.0,0.0
13352,0.8648808,0.20449017,13353,-408.0,1,27.99,27.99,0.0,0.0
13353,4.591372,0.31587458,13354,-34.0,2,39.42,19.71,0.0,0.0
13354,0.91340566,0.20449017,13355,-408.0,1,40.3,40.3,0.0,0.0
13355,0.82514656,0.20449017,13356,-408.0,1,13.97,13.97,0.0,0.0
13356,0.8648808,0.20449017,13357,-408.0,1,31.72,31.72,0.0,0.0
13357,0.91340566,0.20449017,13358,-408.0,1,41.91,41.91,0.0,0.0
13358,0.82514656,0.20449017,13359,-406.0,1,13.97,13.97,0.0,0.0
13359,0.91340566,0.20449017,13360,-408.0,1,48.97,48.97,0.0,0.0
13360,5.241474,0.30700964,13361,-283.0,4,530.44,132.61,0.0,0.0
13361,4.8084826,0.3137047,13362,-114.0,3,49.45,16.483333333333334,0.0,0.0
13362,16.15409,0.51148516,13363,0.0,6,176.67,29.444999999999997,0.0,0.0
13363,8.341755,0.34045762,13364,-77.0,4,112.27,28.0675,0.0,0.0
13364,0.8648808,0.20449017,13365,-408.0,1,29.99,29.99,0.0,0.0
13365,0.8648808,0.20449017,13366,-408.0,1,30.72,30.72,0.0,0.0
13366,3.6816792,0.26568368,13367,-72.0,2,35.79,17.895,0.0,0.0
13367,15.40237,0.5527572,13368,-78.0,9,239.0,26.555555555555557,0.0,0.0
13368,0.82514656,0.20449017,13369,-408.0,1,15.76,15.76,0.0,0.0
13369,0.8648808,0.20449017,13370,-408.0,1,23.54,23.54,0.0,0.0
13370,0.8648808,0.20449017,13371,-408.0,1,30.76,30.76,0.0,0.0
13371,0.82514656,0.20449017,13372,-408.0,1,15.96,15.96,50.73,1.0
13372,13.853449,0.5669287,13373,-19.0,9,152.77,16.974444444444444,12.58,1.0
13373,5.9889994,0.4436999,13374,-30.0,4,50.72,12.68,21.49,1.0
13374,2.1359034,0.22444427,13375,-364.0,2,86.34,43.17,0.0,0.0
13375,0.82514656,0.20449017,13376,-408.0,1,14.37,14.37,0.0,0.0
13376,0.8648808,0.20449017,13377,-408.0,1,33.4,33.4,0.0,0.0
13377,0.91340566,0.20449017,13378,-408.0,1,49.37,49.37,0.0,0.0
13378,0.8648808,0.20449017,13379,-408.0,1,31.87,31.87,0.0,0.0
13379,7.4667864,0.35091507,13380,-96.0,4,86.39,21.5975,11.88,1.0
13380,0.82514656,0.20449017,13381,-408.0,1,9.77,9.77,0.0,0.0
13381,3.549913,0.27622172,13382,-157.0,2,30.85,15.425,0.0,0.0
13382,1.8347218,0.20383026,13383,-408.0,1,61.98,61.98,0.0,0.0
13383,28.961546,0.5145343,13384,-8.0,7,401.27,57.324285714285715,0.0,0.0
13384,3.2567253,0.25930983,13385,-277.0,2,29.53,14.765,16.49,1.0
13385,72.02301,0.65592176,13386,-30.0,12,724.25,60.354166666666664,250.91,1.0
13386,10.012971,0.35954243,13387,-50.0,2,95.34,47.67,104.18,1.0
13387,0.8648808,0.20449017,13388,-408.0,1,34.56,34.56,0.0,0.0
13388,3.5463557,0.27085397,13389,-254.0,3,61.86,20.62,0.0,0.0
13389,19.905481,0.54072547,13390,-10.0,8,230.4,28.8,0.0,0.0
13390,0.82514656,0.20449017,13391,-408.0,1,14.79,14.79,0.0,0.0
13391,9.439686,0.4210038,13392,-24.0,4,117.41999999999999,29.354999999999997,42.98,1.0
13392,9.439686,0.407505,13393,-26.0,3,109.44,36.48,35.64,1.0
13393,3.6816792,0.2686053,13394,-96.0,2,54.269999999999996,27.134999999999998,6.49,1.0
13394,0.82514656,0.20449017,13395,-408.0,1,5.78,5.78,0.0,0.0
13395,12.523569,0.51148516,13396,-42.0,6,136.91,22.81833333333333,0.0,0.0
13396,0.82514656,0.20449017,13397,-408.0,1,15.96,15.96,0.0,0.0
13397,0.91340566,0.20449017,13398,-408.0,1,37.91,37.91,0.0,0.0
13398,0.82514656,0.20449017,13399,-408.0,1,14.99,14.99,0.0,0.0
13399,0.82514656,0.20449017,13400,-408.0,1,10.77,10.77,0.0,0.0
13400,0.82514656,0.20449017,13401,-408.0,1,15.76,15.76,0.0,0.0
13401,3.2567253,0.2838588,13402,-248.0,2,18.759999999999998,9.379999999999999,0.0,0.0
13402,42.048897,0.7402795,13403,0.0,14,383.2,27.37142857142857,259.81,1.0
13403,0.82514656,0.20449017,13404,-408.0,1,9.97,9.97,0.0,0.0
13404,0.8648808,0.20449017,13405,-408.0,1,27.74,27.74,0.0,0.0
13405,11.319926,0.4210038,13406,-6.0,5,132.69,26.538,0.0,0.0
13406,4.84898,0.2509132,13407,-295.0,5,164.18,32.836,0.0,0.0
13407,0.82514656,0.20449017,13408,-408.0,1,0.0,0.0,0.0,0.0
13408,4.6743884,0.31157222,13409,-5.0,2,24.85,12.425,0.0,0.0
13409,3.1787066,0.26510084,13410,-196.0,2,37.47,18.735,0.0,0.0
13410,0.8648808,0.20449017,13411,-408.0,1,23.54,23.54,0.0,0.0
13411,0.82514656,0.20449017,13412,-408.0,1,15.36,15.36,0.0,0.0
13412,0.95241004,0.21698706,13413,-367.0,2,33.44,16.72,0.0,0.0
13413,0.92461026,0.21725072,13414,-397.0,2,27.740000000000002,13.870000000000001,0.0,0.0
13414,3.6816792,0.28739932,13415,-98.0,2,22.47,11.235,11.49,1.0
13415,0.8648808,0.20449017,13416,-408.0,1,26.77,26.77,0.0,0.0
13416,11.094379,0.38793275,13417,-46.0,3,149.53,49.843333333333334,0.0,0.0
13417,0.8648808,0.20449017,13418,-408.0,1,27.77,27.77,0.0,0.0
13418,2.6446948,0.24232993,13419,-336.0,2,59.71,29.855,0.0,0.0
13419,3.5463557,0.25653452,13420,-279.0,3,48.620000000000005,16.206666666666667,0.0,0.0
13420,3.9791915,0.2874112,13421,-297.0,2,82.22,41.11,0.0,0.0
13421,0.82514656,0.20449017,13422,-408.0,1,11.77,11.77,0.0,0.0
13422,5.53243,0.3033056,13423,-185.0,2,83.55,41.775,0.0,0.0
13423,0.82514656,0.20449017,13424,-408.0,1,8.78,8.78,0.0,0.0
13424,17.035976,0.42771363,13425,-130.0,6,243.64,40.60666666666666,122.96000000000001,1.0
13425,0.91340566,0.20449017,13426,-408.0,1,40.0,40.0,0.0,0.0
13426,4.8891506,0.28039083,13427,-106.0,3,61.01,20.336666666666666,0.0,0.0
13427,0.82514656,0.20449017,13428,-408.0,1,9.99,9.99,0.0,0.0
13428,8.341755,0.34665713,13429,-68.0,5,124.56,24.912,0.0,0.0
13429,2.1805468,0.22444427,13430,-381.0,3,109.37,36.45666666666667,0.0,0.0
13430,5.25872,0.31079167,13431,-242.0,8,129.1,16.1375,19.48,1.0
13431,0.8648808,0.20449017,13432,-408.0,1,29.99,29.99,44.47,1.0
13432,2.3038292,0.24156284,13433,-323.0,2,39.34,19.67,0.0,0.0
13433,0.82514656,0.20449017,13434,-408.0,1,0.0,0.0,0.0,0.0
13434,16.399883,0.54072547,13435,-32.0,7,201.93,28.84714285714286,0.0,0.0
13435,0.8648808,0.20449017,13436,-408.0,1,25.76,25.76,0.0,0.0
13436,13.358489,0.52454656,13437,-64.0,6,141.85999999999999,23.64333333333333,41.47,1.0
13437,0.8648808,0.20449017,13438,-408.0,1,32.66,32.66,0.0,0.0
13438,40.80319,0.6484202,13439,-26.0,14,439.28,31.377142857142854,266.05,1.0
13439,0.82514656,0.20449017,13440,-408.0,1,13.98,13.98,0.0,0.0
13440,4.6743884,0.30726266,13441,-22.0,2,49.980000000000004,24.990000000000002,0.0,0.0
13441,0.82514656,0.20449017,13442,-408.0,1,11.77,11.77,0.0,0.0
13442,0.82514656,0.20449017,13443,-408.0,1,9.98,9.98,0.0,0.0
13443,1.8347218,0.20383026,13444,-408.0,1,145.74,145.74,0.0,0.0
13444,0.82514656,0.20449017,13445,-404.0,1,14.96,14.96,0.0,0.0
13445,0.82514656,0.20449017,13446,-408.0,1,15.36,15.36,0.0,0.0
13446,0.82514656,0.20449017,13447,-408.0,1,18.99,18.99,0.0,0.0
13447,2.4727035,0.26942885,13448,-323.0,4,58.85,14.7125,0.0,0.0
13448,6.949071,0.33650604,13449,-234.0,16,1452.44,90.7775,0.0,0.0
13449,14.715812,0.54072547,13450,-41.0,7,169.78,24.254285714285714,0.0,0.0
13450,21.10848,0.4210038,13451,-1.0,4,302.03,75.5075,0.0,0.0
13451,8.292282,0.33368668,13452,-282.0,5,231.21,46.242000000000004,0.0,0.0
13452,20.08724,0.5092882,13453,-78.0,7,412.39000000000004,58.91285714285715,0.0,0.0
13453,0.8648808,0.20449017,13454,-405.0,1,28.93,28.93,0.0,0.0
13454,0.8648808,0.20449017,13455,-403.0,1,28.31,28.31,0.0,0.0
13455,5.6104484,0.3142975,13456,-261.0,2,86.41,43.205,0.0,0.0
13456,0.82514656,0.20449017,13457,-408.0,1,14.37,14.37,0.0,0.0
13457,7.280788,0.33252084,13458,-187.0,5,148.12,29.624000000000002,0.0,0.0
13458,3.2244647,0.27470717,13459,-286.0,2,30.32,15.16,0.0,0.0
13459,15.45998,0.50528437,13460,-118.0,11,323.76,29.432727272727274,26.98,1.0
13460,7.144305,0.3300641,13461,-211.0,4,127.1,31.775,54.35,1.0
13461,7.8613605,0.34692577,13462,-163.0,3,127.96000000000001,42.653333333333336,0.0,0.0
13462,14.444046,0.5411797,13463,-24.0,11,170.59,15.508181818181818,0.0,0.0
13463,0.82514656,0.20449017,13464,-408.0,1,4.79,4.79,0.0,0.0
13464,0.8648808,0.20449017,13465,-408.0,1,25.35,25.35,0.0,0.0
13465,1.8347218,0.20383026,13466,-408.0,1,83.97,83.97,0.0,0.0
13466,0.82514656,0.20449017,13467,-408.0,1,11.77,11.77,0.0,0.0
13467,15.5117655,0.5208621,13468,-56.0,6,238.92000000000002,39.82,35.96,1.0
13468,3.3610263,0.27880415,13469,-280.0,2,63.64999999999999,31.824999999999996,0.0,0.0
13469,2.9527652,0.25428894,13470,-345.0,2,27.73,13.865,0.0,0.0
13470,4.418382,0.26174888,13471,-311.0,6,104.53,17.421666666666667,0.0,0.0
13471,90.72752,0.7553679,13472,-10.0,24,964.0,40.166666666666664,472.24,1.0
13472,0.82514656,0.20449017,13473,-407.0,1,15.36,15.36,0.0,0.0
13473,0.82514656,0.20449017,13474,-407.0,1,11.77,11.77,0.0,0.0
13474,8.352791,0.3127899,13475,-218.0,9,542.63,60.29222222222222,0.0,0.0
13475,0.82514656,0.20449017,13476,-407.0,1,16.76,16.76,0.0,0.0
13476,0.82514656,0.20449017,13477,-407.0,1,13.97,13.97,0.0,0.0
13477,0.82514656,0.20449017,13478,-407.0,1,13.97,13.97,0.0,0.0
13478,1.8347218,0.20383026,13479,-407.0,1,82.62,82.62,0.0,0.0
13479,3.5660937,0.27914336,13480,-199.0,2,64.91,32.455,0.0,0.0
13480,1.8347218,0.20383026,13481,-407.0,1,74.8,74.8,0.0,0.0
13481,0.82514656,0.20449017,13482,-407.0,1,11.77,11.77,0.0,0.0
13482,0.82514656,0.20449017,13483,-407.0,1,6.79,6.79,0.0,0.0
13483,0.82514656,0.20449017,13484,-407.0,1,11.77,11.77,0.0,0.0
13484,0.82514656,0.20449017,13485,-407.0,1,15.36,15.36,0.0,0.0
13485,0.82514656,0.20449017,13486,-407.0,1,10.77,10.77,0.0,0.0
13486,25.765753,0.62278116,13487,-8.0,9,319.77,35.53,85.54,1.0
13487,1.8347218,0.20383026,13488,-407.0,1,106.18,106.18,0.0,0.0
13488,3.2567253,0.27389157,13489,-281.0,2,31.32,15.66,0.0,0.0
13489,17.815327,0.52095866,13490,-87.0,8,344.90999999999997,43.113749999999996,0.0,0.0
13490,0.82514656,0.20449017,13491,-407.0,1,13.97,13.97,0.0,0.0
13491,1.8347218,0.20383026,13492,-407.0,1,72.61,72.61,0.0,0.0
13492,24.777178,0.48238963,13493,-54.0,6,449.67,74.94500000000001,172.97,1.0
13493,0.82514656,0.20449017,13494,-407.0,1,14.96,14.96,0.0,0.0
13494,0.8648808,0.20449017,13495,-407.0,1,29.16,29.16,0.0,0.0
13495,4.6743884,0.30726266,13496,-3.0,2,34.75,17.375,0.0,0.0
13496,81.60032,0.7706564,13497,-2.0,17,1025.5,60.3235294117647,158.32,1.0
13497,0.8648808,0.20449017,13498,-407.0,1,22.77,22.77,0.0,0.0
13498,8.157706,0.31456017,13499,-193.0,5,348.25,69.65,0.0,0.0
13499,9.439686,0.407505,13500,-4.0,3,109.95,36.65,47.97,1.0
13500,9.147393,0.35444796,13501,-79.0,4,139.85,34.9625,0.0,0.0
13501,5.7942266,0.32183892,13502,-239.0,3,90.83,30.276666666666667,0.0,0.0
13502,0.82514656,0.20449017,13503,-407.0,1,12.49,12.49,0.0,0.0
13503,2.1507983,0.2274239,13504,-351.0,3,390.35,130.11666666666667,0.0,0.0
13504,5.0942183,0.3618854,13505,-139.0,3,70.28999999999999,23.429999999999996,0.0,0.0
13505,3.9788609,0.2809126,13506,-156.0,2,71.78999999999999,35.894999999999996,0.0,0.0
13506,1.8347218,0.20773882,13507,-407.0,1,57.28,57.28,0.0,0.0
13507,1.8347218,0.20383026,13508,-407.0,1,126.37,126.37,0.0,0.0
13508,0.8648808,0.20449017,13509,-407.0,1,27.76,27.76,0.0,0.0
13509,1.8347218,0.20773882,13510,-407.0,1,55.7,55.7,77.95,1.0
13510,3.2925851,0.2790495,13511,-336.0,4,124.92999999999999,31.232499999999998,0.0,0.0
13511,8.094069,0.30800104,13512,-217.0,3,226.68,75.56,0.0,0.0
13512,2.5852652,0.21848856,13513,-407.0,2,186.52,93.26,0.0,0.0
13513,2.1359034,0.22444427,13514,-370.0,2,80.61,40.305,0.0,0.0
13514,1.8049731,0.20383026,13515,-407.0,1,290.95,290.95,0.0,0.0
13515,0.82514656,0.20449017,13516,-407.0,1,15.36,15.36,0.0,0.0
13516,0.82514656,0.20449017,13517,-407.0,1,14.37,14.37,0.0,0.0
